# test name, category, real vulnerability, cwe, Benchmark version: 1.2beta, 2015-08-15
BenchmarkTest00001,pathtraver,true,22
BenchmarkTest00002,pathtraver,true,22
BenchmarkTest00003,hash,true,328
BenchmarkTest00004,cmdi,true,78
BenchmarkTest00005,sqli,true,89
BenchmarkTest00006,hash,false,328
BenchmarkTest00007,xss,true,79
BenchmarkTest00008,cmdi,true,78
BenchmarkTest00009,crypto,false,327
BenchmarkTest00010,hash,true,328
BenchmarkTest00011,weakrand,false,330
BenchmarkTest00012,crypto,false,327
BenchmarkTest00013,pathtraver,true,22
BenchmarkTest00014,pathtraver,true,22
BenchmarkTest00015,hash,false,328
BenchmarkTest00016,xss,true,79
BenchmarkTest00017,xss,true,79
BenchmarkTest00018,sqli,true,89
BenchmarkTest00019,sqli,true,89
BenchmarkTest00020,weakrand,true,330
BenchmarkTest00021,weakrand,false,330
BenchmarkTest00022,pathtraver,true,22
BenchmarkTest00023,xss,true,79
BenchmarkTest00024,weakrand,false,330
BenchmarkTest00025,weakrand,false,330
BenchmarkTest00026,trustbound,true,501
BenchmarkTest00027,sqli,true,89
BenchmarkTest00028,crypto,true,327
BenchmarkTest00029,pathtraver,true,22
BenchmarkTest00030,weakrand,true,330
BenchmarkTest00031,cmdi,true,78
BenchmarkTest00032,weakrand,false,330
BenchmarkTest00033,trustbound,true,501
BenchmarkTest00034,sqli,true,89
BenchmarkTest00035,sqli,true,89
BenchmarkTest00036,hash,true,328
BenchmarkTest00037,weakrand,false,330
BenchmarkTest00038,weakrand,false,330
BenchmarkTest00039,trustbound,true,501
BenchmarkTest00040,sqli,true,89
BenchmarkTest00041,hash,true,328
BenchmarkTest00042,cmdi,true,78
BenchmarkTest00043,sqli,true,89
BenchmarkTest00044,sqli,true,89
BenchmarkTest00045,crypto,false,327
BenchmarkTest00046,pathtraver,true,22
BenchmarkTest00047,pathtraver,true,22
BenchmarkTest00048,pathtraver,true,22
BenchmarkTest00049,xss,true,79
BenchmarkTest00050,sqli,true,89
BenchmarkTest00051,xss,false,79
BenchmarkTest00052,cmdi,false,78
BenchmarkTest00053,sqli,false,89
BenchmarkTest00054,crypto,true,327
BenchmarkTest00055,crypto,false,327
BenchmarkTest00056,crypto,false,327
BenchmarkTest00057,crypto,true,327
BenchmarkTest00058,crypto,true,327
BenchmarkTest00059,crypto,true,327
BenchmarkTest00060,ldapi,false,90
BenchmarkTest00061,pathtraver,false,22
BenchmarkTest00062,pathtraver,true,22
